Block	Previous_Time	Current_Time	Orientation	Accuracy	Response_Time	Key
4	 4.166667E+02	 3.066667E+02	 -1	 1	 6.344459E-01	 1	 
4	 4.545455E+02	 5.145455E+02	 1	 1	 2.576220E-01	 2	 
4	 5.000000E+02	 6.350000E+02	 1	 1	 2.795210E-01	 2	 
4	 4.545455E+02	 5.145455E+02	 1	 1	 2.928970E-01	 2	 
4	 5.000000E+02	 4.150000E+02	 -1	 1	 4.511151E-01	 1	 
4	 4.545455E+02	 5.895455E+02	 1	 1	 2.656360E-01	 2	 
4	 3.571429E+02	 4.171429E+02	 1	 0	 6.924801E-01	 1	 
4	 3.846154E+02	 2.996154E+02	 -1	 1	 6.822360E-01	 1	 
4	 5.000000E+02	 5.850000E+02	 1	 1	 2.327230E-01	 2	 
4	 4.166667E+02	 3.066667E+02	 -1	 1	 1.344956E+00	 1	 
4	 5.000000E+02	 5.850000E+02	 1	 1	 2.847540E-01	 2	 
4	 4.545455E+02	 3.945455E+02	 -1	 0	 1.336174E+00	 2	 
4	 4.166667E+02	 5.266667E+02	 1	 0	 5.003948E-01	 1	 
4	 3.571429E+02	 4.171429E+02	 1	 1	 1.750581E-01	 2	 
4	 3.846154E+02	 3.496154E+02	 -1	 1	 2.472961E-01	 1	 
4	 3.571429E+02	 2.971429E+02	 -1	 0	 9.614201E-01	 2	 
4	 4.545455E+02	 5.645455E+02	 1	 1	 1.487016E+00	 2	 
4	 4.545455E+02	 3.945455E+02	 -1	 1	 2.033908E-01	 1	 
4	 4.166667E+02	 2.566667E+02	 -1	 1	 2.945869E-01	 1	 
4	 4.166667E+02	 2.566667E+02	 -1	 1	 2.278481E-01	 1	 
4	 5.000000E+02	 5.850000E+02	 1	 1	 2.719531E-01	 2	 
4	 4.166667E+02	 5.516667E+02	 1	 1	 3.891020E-01	 2	 
4	 5.000000E+02	 4.150000E+02	 -1	 1	 5.730491E-01	 1	 
4	 5.000000E+02	 4.150000E+02	 -1	 1	 6.478670E-01	 1	 
4	 3.571429E+02	 4.421429E+02	 1	 1	 3.292511E-01	 2	 
4	 3.846154E+02	 4.446154E+02	 1	 1	 3.697259E-01	 2	 
4	 5.000000E+02	 5.850000E+02	 1	 1	 2.725010E-01	 2	 
4	 3.846154E+02	 3.946154E+02	 1	 0	 7.091150E-01	 1	 
4	 3.571429E+02	 2.971429E+02	 -1	 1	 3.780639E-01	 1	 
4	 4.545455E+02	 5.145455E+02	 1	 1	 3.560510E-01	 2	 
4	 3.846154E+02	 4.446154E+02	 1	 1	 1.305179E+00	 2	 
4	 3.846154E+02	 3.246154E+02	 -1	 1	 3.684680E-01	 1	 
4	 5.000000E+02	 4.150000E+02	 -1	 0	 4.736161E-01	 2	 
4	 4.166667E+02	 2.816667E+02	 -1	 1	 7.419889E-01	 1	 
4	 5.000000E+02	 6.600000E+02	 1	 1	 2.610748E-01	 2	 
4	 3.846154E+02	 3.246154E+02	 -1	 1	 4.128449E-01	 1	 
4	 3.571429E+02	 2.471429E+02	 -1	 1	 3.930342E-01	 1	 
4	 4.545455E+02	 5.895455E+02	 1	 1	 2.557831E-01	 2	 
4	 3.571429E+02	 2.971429E+02	 -1	 1	 2.654040E-01	 1	 
4	 3.846154E+02	 4.196154E+02	 1	 1	 1.674709E-01	 2	 
4	 3.571429E+02	 4.671429E+02	 1	 1	 4.811411E-01	 2	 
4	 3.846154E+02	 4.446154E+02	 1	 1	 4.019358E-01	 2	 
4	 3.846154E+02	 3.246154E+02	 -1	 1	 6.796381E-01	 1	 
4	 3.846154E+02	 3.946154E+02	 1	 1	 3.226161E-01	 2	 
4	 4.166667E+02	 5.516667E+02	 1	 1	 2.389128E-01	 2	 
4	 5.000000E+02	 6.600000E+02	 1	 1	 2.595580E-01	 2	 
4	 3.846154E+02	 3.946154E+02	 1	 1	 2.993731E-01	 2	 
4	 4.545455E+02	 5.145455E+02	 1	 1	 2.830980E-01	 2	 
4	 3.571429E+02	 2.971429E+02	 -1	 1	 4.539690E-01	 1	 
4	 5.000000E+02	 6.350000E+02	 1	 1	 2.808089E-01	 2	 
4	 4.166667E+02	 2.816667E+02	 -1	 1	 5.891871E-01	 1	 
4	 3.571429E+02	 3.221429E+02	 -1	 1	 4.672611E-01	 1	 
4	 5.000000E+02	 3.650000E+02	 -1	 1	 5.713029E-01	 1	 
4	 3.846154E+02	 3.746154E+02	 -1	 0	 8.050311E-01	 2	 
4	 3.571429E+02	 2.221429E+02	 -1	 1	 5.143468E-01	 1	 
4	 3.571429E+02	 3.921429E+02	 1	 1	 5.880890E-01	 2	 
4	 3.571429E+02	 2.221429E+02	 -1	 1	 4.322631E-01	 1	 
4	 4.545455E+02	 5.895455E+02	 1	 1	 1.114640E-01	 2	 
4	 4.166667E+02	 2.816667E+02	 -1	 1	 4.707980E-01	 1	 
4	 4.545455E+02	 4.895455E+02	 1	 1	 2.805290E-01	 2	 
4	 3.846154E+02	 3.246154E+02	 -1	 1	 3.050871E-01	 1	 
4	 5.000000E+02	 6.350000E+02	 1	 1	 2.221341E-01	 2	 
4	 3.846154E+02	 3.946154E+02	 1	 0	 1.359970E+00	 1	 
4	 5.000000E+02	 5.350000E+02	 1	 1	 7.164690E-01	 2	 
4	 3.571429E+02	 3.221429E+02	 -1	 1	 3.512151E-01	 1	 
5	 4.166667E+02	 5.516667E+02	 1	 1	 2.395949E-01	 2	 
5	 3.846154E+02	 4.446154E+02	 1	 1	 2.036810E-01	 2	 
5	 5.000000E+02	 3.650000E+02	 -1	 1	 2.397690E-01	 1	 
5	 5.000000E+02	 3.650000E+02	 -1	 1	 3.780601E-01	 1	 
5	 4.545455E+02	 4.895455E+02	 1	 1	 1.006101E+00	 2	 
5	 3.571429E+02	 4.921429E+02	 1	 1	 3.291600E-01	 2	 
5	 4.166667E+02	 5.516667E+02	 1	 1	 2.987130E-01	 2	 
5	 3.571429E+02	 3.221429E+02	 -1	 1	 4.505689E-01	 1	 
5	 4.166667E+02	 3.066667E+02	 -1	 1	 4.846730E-01	 1	 
5	 3.571429E+02	 2.221429E+02	 -1	 1	 4.397948E-01	 1	 
5	 3.571429E+02	 3.221429E+02	 -1	 0	 3.020260E-01	 2	 
5	 3.846154E+02	 3.496154E+02	 -1	 1	 3.897231E-01	 1	 
5	 4.166667E+02	 5.266667E+02	 1	 1	 2.613771E-01	 2	 
5	 4.166667E+02	 3.816667E+02	 -1	 1	 7.719209E-01	 1	 
5	 5.000000E+02	 4.650000E+02	 -1	 0	 3.666739E-01	 2	 
5	 4.545455E+02	 3.195455E+02	 -1	 1	 3.229120E-01	 1	 
5	 3.846154E+02	 3.246154E+02	 -1	 1	 8.572011E-01	 1	 
5	 3.571429E+02	 3.921429E+02	 1	 1	 2.375910E-01	 2	 
5	 4.545455E+02	 4.895455E+02	 1	 1	 3.433182E-01	 2	 
5	 4.545455E+02	 5.895455E+02	 1	 1	 3.076701E-01	 2	 
5	 3.846154E+02	 4.446154E+02	 1	 1	 3.635230E-01	 2	 
5	 3.846154E+02	 4.196154E+02	 1	 1	 3.474131E-01	 2	 
5	 4.545455E+02	 4.895455E+02	 1	 1	 4.672489E-01	 2	 
5	 4.545455E+02	 3.195455E+02	 -1	 1	 2.644122E-01	 1	 
5	 5.000000E+02	 4.650000E+02	 -1	 0	 2.275069E-01	 2	 
5	 3.846154E+02	 3.246154E+02	 -1	 1	 9.728580E-01	 1	 
5	 3.846154E+02	 3.246154E+02	 -1	 1	 3.478761E-01	 1	 
5	 4.545455E+02	 4.195455E+02	 -1	 0	 2.742739E-01	 2	 
5	 4.166667E+02	 3.066667E+02	 -1	 1	 3.512881E-01	 1	 
5	 4.545455E+02	 4.895455E+02	 1	 1	 2.253060E-01	 2	 
5	 3.571429E+02	 3.921429E+02	 1	 1	 4.197121E-01	 2	 
5	 3.846154E+02	 3.946154E+02	 1	 0	 1.161523E+00	 1	 
5	 4.545455E+02	 4.895455E+02	 1	 1	 2.413259E-01	 2	 
5	 3.571429E+02	 2.221429E+02	 -1	 1	 3.659830E-01	 1	 
5	 5.000000E+02	 5.600000E+02	 1	 1	 2.916570E-01	 2	 
5	 5.000000E+02	 4.400000E+02	 -1	 1	 9.692130E-01	 1	 
5	 5.000000E+02	 5.600000E+02	 1	 1	 2.763741E-01	 2	 
5	 4.166667E+02	 4.516667E+02	 1	 1	 3.152740E-01	 2	 
5	 4.545455E+02	 3.195455E+02	 -1	 1	 1.142098E+00	 1	 
5	 4.166667E+02	 3.066667E+02	 -1	 1	 3.893840E-01	 1	 
5	 3.571429E+02	 3.921429E+02	 1	 0	 4.320650E-01	 1	 
5	 3.846154E+02	 4.196154E+02	 1	 1	 6.703081E-01	 2	 
5	 4.166667E+02	 5.266667E+02	 1	 1	 9.581239E-01	 2	 
5	 4.545455E+02	 4.895455E+02	 1	 1	 3.221800E-01	 2	 
5	 4.166667E+02	 4.516667E+02	 1	 1	 3.792119E-01	 2	 
5	 5.000000E+02	 5.600000E+02	 1	 1	 2.962649E-01	 2	 
5	 5.000000E+02	 4.400000E+02	 -1	 1	 3.452871E-01	 1	 
5	 4.166667E+02	 3.066667E+02	 -1	 1	 3.029790E-01	 1	 
5	 4.545455E+02	 3.195455E+02	 -1	 1	 3.435588E-01	 1	 
5	 4.545455E+02	 3.195455E+02	 -1	 1	 3.022938E-01	 1	 
5	 4.545455E+02	 4.195455E+02	 -1	 0	 5.254459E-01	 2	 
5	 3.846154E+02	 3.246154E+02	 -1	 1	 3.201070E-01	 1	 
5	 3.571429E+02	 3.221429E+02	 -1	 1	 3.180289E-01	 1	 
5	 4.545455E+02	 4.895455E+02	 1	 1	 3.455410E-01	 2	 
5	 3.571429E+02	 3.221429E+02	 -1	 1	 5.618520E-01	 1	 
5	 4.166667E+02	 4.516667E+02	 1	 1	 2.235510E-01	 2	 
5	 3.846154E+02	 3.496154E+02	 -1	 1	 2.972929E-01	 1	 
5	 5.000000E+02	 4.400000E+02	 -1	 0	 7.981014E-02	 2	 
5	 4.545455E+02	 4.895455E+02	 1	 1	 1.138120E-01	 2	 
5	 4.166667E+02	 5.266667E+02	 1	 1	 8.780956E-04	 2	 
5	 4.166667E+02	 3.066667E+02	 -1	 1	 2.887590E-01	 1	 
5	 3.571429E+02	 2.221429E+02	 -1	 1	 2.854509E-01	 1	 
5	 5.000000E+02	 6.100000E+02	 1	 1	 5.483294E-02	 2	 
5	 3.571429E+02	 3.921429E+02	 1	 1	 3.750732E-01	 2	 
5	 3.571429E+02	 2.221429E+02	 -1	 1	 3.727441E-01	 1	 
5	 4.166667E+02	 3.816667E+02	 -1	 1	 3.844202E-01	 1	 
5	 3.571429E+02	 4.671429E+02	 1	 1	 1.631279E-01	 2	 
5	 3.571429E+02	 3.221429E+02	 -1	 1	 4.708538E-01	 1	 
5	 5.000000E+02	 6.100000E+02	 1	 1	 3.082919E-01	 2	 
5	 4.166667E+02	 3.066667E+02	 -1	 1	 2.415891E-01	 1	 
5	 4.545455E+02	 5.895455E+02	 1	 1	 1.184280E-01	 2	 
5	 3.571429E+02	 4.671429E+02	 1	 1	 2.091091E-01	 2	 
5	 4.166667E+02	 3.816667E+02	 -1	 1	 4.725029E-01	 1	 
5	 3.571429E+02	 3.671429E+02	 1	 1	 9.833801E-01	 2	 
5	 5.000000E+02	 6.100000E+02	 1	 1	 2.369452E-01	 2	 
5	 3.846154E+02	 4.446154E+02	 1	 1	 4.142501E-01	 2	 
5	 3.846154E+02	 4.196154E+02	 1	 1	 9.380431E-01	 2	 
5	 4.545455E+02	 4.895455E+02	 1	 1	 6.173620E-01	 2	 
5	 4.166667E+02	 5.266667E+02	 1	 1	 2.670569E-01	 2	 
5	 4.545455E+02	 5.895455E+02	 1	 1	 2.450821E-01	 2	 
5	 4.545455E+02	 4.195455E+02	 -1	 1	 4.911239E-01	 1	 
5	 3.846154E+02	 4.446154E+02	 1	 1	 4.048550E-01	 2	 
5	 4.545455E+02	 5.895455E+02	 1	 1	 1.769629E-01	 2	 
5	 5.000000E+02	 6.100000E+02	 1	 1	 1.749239E-01	 2	 
5	 4.166667E+02	 4.516667E+02	 1	 0	 5.622568E-01	 1	 
5	 4.545455E+02	 3.195455E+02	 -1	 1	 4.488990E-01	 1	 
5	 5.000000E+02	 6.100000E+02	 1	 1	 2.866850E-01	 2	 
5	 3.571429E+02	 2.471429E+02	 -1	 1	 3.364758E-01	 1	 
5	 3.571429E+02	 3.671429E+02	 1	 1	 4.592471E-01	 2	 
5	 4.545455E+02	 4.195455E+02	 -1	 0	 1.092427E+00	 2	 
5	 3.846154E+02	 3.746154E+02	 -1	 1	 5.519321E-01	 1	 
5	 4.545455E+02	 4.895455E+02	 1	 0	 2.966359E-01	 1	 
5	 5.000000E+02	 6.100000E+02	 1	 1	 3.358450E-01	 2	 
5	 5.000000E+02	 4.650000E+02	 -1	 1	 3.756819E-01	 1	 
5	 3.571429E+02	 2.471429E+02	 -1	 1	 3.425779E-01	 1	 
5	 4.166667E+02	 3.816667E+02	 -1	 0	 2.836230E-01	 2	 
5	 5.000000E+02	 4.650000E+02	 -1	 0	 4.355190E-01	 2	 
5	 4.166667E+02	 3.816667E+02	 -1	 1	 3.412981E-01	 1	 
5	 3.571429E+02	 2.471429E+02	 -1	 1	 3.110690E-01	 1	 
5	 3.846154E+02	 3.946154E+02	 1	 1	 3.564339E-01	 2	 
