Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,staircase.thisTrialN,staircase.stepSize,staircase.intensity,thisRow.t,notes,instr.started,instructions.started,ready.started,instr.stopped,ready.keys,ready.rt,ready.duration,contrast.started,ISI_2.started,target_2.started,fixation_2.started,noise_2.started,target_2.stopped,resp_2.started,noise_2.stopped,contrast.stopped,staircase.response,resp_2.rt,resting.started,Rest.started,ready_2.started,Rest.stopped,resting.stopped,ready_2.keys,ready_2.rt,ready_2.duration,participant,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.004152499997871928,0.007403166004223749,0.007403166004223749,0.5872172079980373,space,-32.60425345800468,None,,,,,,,,,,,,,,,,,,,,PDan2,2023-08-03_15h59.24.446,2AFC,2023.2.0,None,2023-08-03 15h59.52.344441 -0300,
0,0,0,0,0,0.53584112,0.5,0.5987947079993319,,,,,,,,,0.5884221250016708,0.001347499986877665,1.0968259159999434,1.0968259159999434,1.3773799580085324,1.392551541008288,1.5266134580015205,1.6747481659986079,3.615491541000665,0,-31.065733582989196,,,,,,,,,PDan2,2023-08-03_15h59.24.446,2AFC,2023.2.0,None,2023-08-03 15h59.52.344441 -0300,
0,0,0,0,1,0.24871541,1.0,3.6182457079994492,,,,,,,,,3.6156409160030307,0.00015979100135155022,4.1226342910085805,4.1226342910085805,4.403495083010057,4.419678125006612,4.553531625002506,4.7014197500102455,5.170708083009231,1,-32.540944292006316,,,,,,,,,PDan2,2023-08-03_15h59.24.446,2AFC,2023.2.0,None,2023-08-03 15h59.52.344441 -0300,
0,0,0,0,2,0.24871541,0.75128459,5.176595958007965,,,,,,,,,5.170835166005418,0.00015400000847876072,5.6767842910048785,5.6767842910048785,5.9585950409964425,5.974837583009503,6.109040000010282,6.256715208000969,6.6087595830031205,1,-32.656731624985696,,,,,,,,,PDan2,2023-08-03_15h59.24.446,2AFC,2023.2.0,None,2023-08-03 15h59.52.344441 -0300,
0,0,0,0,3,0.24871541,0.75128459,6.614500875002705,,,,,,,,,6.608875791003811,0.0001534589973744005,7.1157924580038525,7.1157924580038525,7.396704665996367,7.413689000008162,7.547408541009645,7.694736625009682,8.080394415999763,1,-32.632488999995985,,,,,,,,,PDan2,2023-08-03_15h59.24.446,2AFC,2023.2.0,None,2023-08-03 15h59.52.344441 -0300,
0,0,0,0,4,0.24871541,0.75128459,8.086131999996724,,,,,,,,,8.080543000003672,0.0001681669964455068,8.586528375002672,8.586528375002672,8.869037291005952,8.882175500009907,9.018804749997798,9.166210708004655,9.518637750006747,1,-32.66457433300093,,,,,,,,,PDan2,2023-08-03_15h59.24.446,2AFC,2023.2.0,None,2023-08-03 15h59.52.344441 -0300,
0,0,0,0,5,0.24871541,0.5025691800000001,9.524701375004952,,,,,,,,,9.51877224999771,0.0001459580089431256,10.025046124996152,10.025046124996152,10.306537833006587,10.324271749996115,10.45703908300493,10.604718707996653,10.956809750001412,1,-32.661696125011076,,,,,,,,,PDan2,2023-08-03_15h59.24.446,2AFC,2023.2.0,None,2023-08-03 15h59.52.344441 -0300,
0,0,0,0,6,0.24871541,0.5025691800000001,10.962769457997638,,,,,,,,,10.956928333005635,0.0001475409953854978,11.46288762500626,11.46288762500626,11.744650749998982,11.761073500005296,11.894838332998916,12.0427149580064,12.378385250005522,1,-32.682682957994984,,,,,,,,,PDan2,2023-08-03_15h59.24.446,2AFC,2023.2.0,None,2023-08-03 15h59.52.344441 -0300,
0,0,0,0,7,0.24871541,0.5025691800000001,12.384529500006465,,,,,,,,,12.378502040999592,0.00014795800962019712,12.884958000009647,12.884958000009647,13.16601850000734,13.183163125009742,13.316630665998673,13.464232458005426,13.816606624997803,1,-32.66413854098937,,,,,,,,,PDan2,2023-08-03_15h59.24.446,2AFC,2023.2.0,None,2023-08-03 15h59.52.344441 -0300,
0,0,0,0,8,0.24871541,0.2538537700000001,13.822526333009591,,,,,,,,,13.816728375008097,0.00014504199498333037,14.322718583003734,14.322718583003734,14.604318041005172,14.620569666003576,14.754894583005807,14.902487375002238,15.321792916001868,1,-32.59601583400217,,,,,,,,,PDan2,2023-08-03_15h59.24.446,2AFC,2023.2.0,None,2023-08-03 15h59.52.344441 -0300,
0,0,0,0,9,0.24871541,0.2538537700000001,15.327715666004224,,,,,,,,,15.321911000006367,0.0001457920006942004,15.828006041003391,15.828006041003391,16.10987658301019,16.125828125004773,16.259842250001384,16.407474833002198,16.809979790996294,1,-32.6150346659997,,,,,,,,,PDan2,2023-08-03_15h59.24.446,2AFC,2023.2.0,None,2023-08-03 15h59.52.344441 -0300,
0,0,0,0,10,0.24871541,0.2538537700000001,16.81599579101021,,,,,,,,,16.810101708004368,0.00014870800077915192,17.31631691599614,17.31631691599614,17.597722874998,17.61393170800875,17.747929707998992,17.89590808301,18.18131600000197,1,-32.73134949999803,,,,,,,,,PDan2,2023-08-03_15h59.24.446,2AFC,2023.2.0,None,2023-08-03 15h59.52.344441 -0300,
0,0,0,0,11,0.11544347,0.005138360000000092,18.187100583003485,,,,,,,,,18.181437708000885,0.00014879199443385005,18.687478708001436,18.687478708001436,18.96964291599579,18.985219499998493,19.119478541004355,19.267160208008136,19.906894790998194,0,-32.367637791991,,,,,,,,,PDan2,2023-08-03_15h59.24.446,2AFC,2023.2.0,None,2023-08-03 15h59.52.344441 -0300,
