Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,staircase.thisTrialN,staircase.stepSize,staircase.intensity,thisRow.t,notes,instr.started,instructions.started,ready.started,instr.stopped,ready.keys,ready.rt,ready.duration,contrast.started,ISI_2.started,target_2.started,fixation_2.started,noise_2.started,target_2.stopped,resp_2.started,noise_2.stopped,contrast.stopped,staircase.response,resp_2.rt,resting.started,Rest.started,ready_2.started,Rest.stopped,resting.stopped,ready_2.keys,ready_2.rt,ready_2.duration,participant,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.00412233300448861,0.007528416012064554,0.007528416012064554,1.8747030410013394,l,-20.584709251008462,None,,,,,,,,,,,,,,,,,,,,P00,2023-08-03_10h33.39.456,2AFC,2023.2.0,None,2023-08-03 10h33.56.600712 -0300,
0,0,0,0,0,0.482,0.8,1.9004212080035359,,,,,,,,,1.876034790999256,0.0015062500024214387,2.38751429101103,2.38751429101103,2.6714845829992555,2.6842293750087265,2.8211850410007173,2.9682780830044067,3.3244886660104385,1,-21.91262899999856,,,,,,,,,P00,2023-08-03_10h33.39.456,2AFC,2023.2.0,None,2023-08-03 10h33.56.600712 -0300,
0,0,0,0,1,0.482,0.31800000000000006,3.3363046660088003,,,,,,,,,3.324635583005147,0.00016279199917335063,3.8310177080129506,3.8310177080129506,4.122417291000602,4.124867416001507,4.2729776660125935,4.410226625012001,4.725538291007979,1,-21.97135416699166,,,,,,,,,P00,2023-08-03_10h33.39.456,2AFC,2023.2.0,None,2023-08-03 10h33.56.600712 -0300,
0,0,0,0,2,0.25,0.0,4.739331333010341,,,,,,,,,4.7256609160103835,0.00015500000154133886,5.23165279100067,5.23165279100067,5.513649915999849,5.529959958003019,5.664115040999604,5.81144916600897,6.297294875010266,0,-21.786768082994968,,,,,,,,,P00,2023-08-03_10h33.39.456,2AFC,2023.2.0,None,2023-08-03 10h33.56.600712 -0300,
0,0,0,0,3,0.25,0.25,6.302700375003042,,,,,,,,,6.297438041001442,0.00015908299246802926,6.8037905000092,6.8037905000092,7.085508625008515,7.101425541011849,7.235389041001326,7.383438708013273,7.621250250012963,1,-22.030937624993385,,,,,,,,,P00,2023-08-03_10h33.39.456,2AFC,2023.2.0,None,2023-08-03 10h33.56.600712 -0300,
0,0,0,0,4,0.25,0.25,7.634227833012119,,,,,,,,,7.6213495830015745,0.0001278749987250194,8.127422416000627,8.127422416000627,8.420170000012149,8.42277533300512,8.556927000012365,8.707428541005356,8.956292083006701,1,-22.025168457985274,,,,,,,,,P00,2023-08-03_10h33.39.456,2AFC,2023.2.0,None,2023-08-03 10h33.56.600712 -0300,
0,0,0,0,5,0.129,0.25,8.961727665999206,,,,,,,,,8.956407541001681,0.0001467500114813447,9.462201791000552,9.462201791000552,9.744790374999866,9.75797987500846,9.89457862501149,10.042262125003617,10.344127166012186,1,-21.9670990829909,,,,,,,,,P00,2023-08-03_10h33.39.456,2AFC,2023.2.0,None,2023-08-03 10h33.56.600712 -0300,
0,0,0,0,6,0.129,0.121,10.346678625006462,,,,,,,,,10.34424995801237,0.0001477499899920076,10.85144370800117,10.85144370800117,11.132287833010196,11.148877375002485,11.283091333010816,11.430122625009972,11.736664875003044,1,-21.962281792002614,,,,,,,,,P00,2023-08-03_10h33.39.456,2AFC,2023.2.0,None,2023-08-03 10h33.56.600712 -0300,
0,0,0,0,7,0.129,0.121,11.748196125001414,,,,,,,,,11.7367876250064,0.00016020900511648506,12.24285087500175,12.24285087500175,12.533981958011282,12.537399625012768,12.684514874999877,12.821329583006445,13.090067708006245,1,-22.01141879199713,,,,,,,,,P00,2023-08-03_10h33.39.456,2AFC,2023.2.0,None,2023-08-03 10h33.56.600712 -0300,
0,0,0,0,8,0.129,0.121,13.102750666002976,,,,,,,,,13.090190708011505,0.00015662499936297536,13.603733208001358,13.603733208001358,13.888644416001625,13.891048208010034,14.025262375012971,14.175817583003663,14.461369750002632,1,-21.980501749989344,,,,,,,,,P00,2023-08-03_10h33.39.456,2AFC,2023.2.0,None,2023-08-03 10h33.56.600712 -0300,
